BEDROOM_NUM,BATHROOM_NUM,PRICE_PER_SQFT,AREA,LOCATION,FURNISH,FACING,AGE,TOTAL_FLOOR,FEATURES,BALCONY_NUM,FLOOR_NUM,CARPET_SQFT,SUPERBUILTUP_SQFT,BUILTUP_SQFT,SUPER_AREA,SUPERAREA_UNIT,SUPER_SQFT
1,2,10933,3258,Ballygunge,,East,9,2,"Club House,Intercom",1,16,2084,3258,2906,3258,,3258
5,,8771-8812,906-926,Ballygunge,,,14,4,Rain Water Harvesting,1,12,621,906,772,906,,906
,,4372,2465,Ballygunge,,,13,,"Lift,Security,Park",0,12,1837,2465,2215,2465,sq yard,2465
3,3,10257,1187,Salt Lake,,North,28,18,,0,5,764-799,1187,965-1001,1187,sqm,1187
1,2,3420,3740,Salt Lake,,West,10,16,,1,17,2749,3740,3118,3740,,3740
3,1,5596,1588,Kasba,Semi-Furnished,,4,14,"Club House,Intercom",,10,1040-1086,1588,1374,1588,,1588-1617
3,1,4827,3960,Garia,,,28,7,"Lift,Security,Park",,,2891,3960-3987,3276,3960,,3960
5,2,2000,1282,Park Street,Furnished,South-West,26,3,Reserved Parking,3,,829-864,1282,1128,1282,sqm,1282
1,1,11557-11603,987,Kasba,Semi-Furnished,,16,,Rain Water Harvesting,0,18,708,987,915,987,sq yard,987
3,1,11291,2115,Alipore,,,1,16,,,2,1366,2115,1788,2115,,2115
4,3,10742,476,,Furnished,,10,18,"Swimming Pool,Gym",1,20,309,476-509,447,476-517,,476
3,1,12108,1807,,Furnished,,11,10,"Lift,Security,Park",2,9,1355,1807,1514,1807,,1807
,4,14064,3272,,,South,27,14,,,,1998,3272-3288,2831,3272,sqft,3272
,2,10380-10401,527,Jadavpur,Furnished,North,25,16,Reserved Parking,2,5,387,527,422-443,527,,527
2,2,8527,3801-3822,Behala,Unfurnished,,4,,"Swimming Pool,Gym",0,19,2643,3801,3565,3801,,3801
4,,5161,548,New Town,Furnished,,27,,,3,,420,548,520,548,,548
,2,13028,2326,,,,14,2,"Power Backup,Water Supply",,2,1408,2326,1930,2326,sq yard,2326
2,1,7595-7609,1399,Tollygunge,,,23,5,"Lift,Security,Park",,12,984,1399,1207,1399,,1399
4,1,7871,3866,Garia,Unfurnished,West,14,10,Rain Water Harvesting,1,4,2357-2403,3866,3395,3866,sqm,3866
2,2,13929,3720,,Furnished,,19,11,"Swimming Pool,Gym",1,20,2498,3720,3260,3720,sq yard,3720
5,1,9914,2019,Dum Dum,,,24,,Reserved Parking,0,7,1364,2019,1679,2019,,2019
3,2,14788,3663,Dum Dum,,West,,19,,1,3,2503,3663,3079,3663,sqft,3663
1,,8740,2925,Kasba,Unfurnished,West,11,7,Reserved Parking,0,20,2176,2925,2664,2925,,2925
2,,10040-10054,1672-1683,Behala,Unfurnished,South-West,9,4,,,8,1287,1672,1546,1672,sq yard,1672
,,14112,3930,Jadavpur,Unfurnished,South-West,30,,,,6,2904,3930,3308,3930,sq yard,3930-3958
3,2,4243-4290,3436,Lake Town,,,4,4,Rain Water Harvesting,,16,2232,3436,2958,3436,sq yard,3436-3467
1,3,7196,804,Rajarhat,,East,,19,"Power Backup,Water Supply",,11,623,804,659,804,,804
2,1,6001-6019,1215,New Town,,,,9,,1,2,941,1215,1008,1215,,1215
4,,5879,3687,Salt Lake,Unfurnished,South,18,,,3,18,2649,3687,3352,3687,sqm,3687
3,3,7466,2645,Tollygunge,,South-West,2,18,"Power Backup,Water Supply",0,,1671-1682,2645,2127,2645,sq yard,2645
2,1,11189,3812-3853,,,,0,19,,0,11,2658,3812,3088,3812,,3812
4,3,10011,1447,,,South,13,,Rain Water Harvesting,0,14,1138,1447,1200,1447,,1447
3,1,12300,3894,Salt Lake,,North-East,20,12,Reserved Parking,1,,2955,3894,3350,3894,sq yard,3894
4,1,12980-12997,2394,,Semi-Furnished,East,,18,"Swimming Pool,Gym",,18,1712-1725,2394,2067,2394,,2394-2444
2,2,7930,1664,Howrah,Unfurnished,North,0,9,"Swimming Pool,Gym",1,9,1185,1664,1503,1664,,1664
3,4,13222,1620,Rajarhat,Semi-Furnished,,,,Rain Water Harvesting,,,1037,1620,1467-1482,1620,sqm,1620
3,,10829,2486,,,West,5,19,"Club House,Intercom",,,1679,2486,2166,2486,sqft,2486
,,13178,3507,Behala,,,18,,,3,1,2398,3507,3167,3507,,3507
5,4,14996,1137-1179,Rajarhat,Unfurnished,South-West,25,5,,,3,849-869,1137,961,1137,,1137
1,,4944,2017,Ballygunge,Furnished,North-East,1,1,"Lift,Security,Park",2,,1541,2017,1737,2017-2048,,2017
1,1,9021,2516,Garia,Unfurnished,,0,4,"Lift,Security,Park",2,0,1537,2516,2277,2516-2542,,2516
2,4,14282,670,Jadavpur,Furnished,North-East,1,17,Rain Water Harvesting,3,11,497,670,574,670,sqm,670
,2,5120,3266,Garia,,South,26,2,Reserved Parking,1,,2178,3266,2738,3266,,3266
1,3,5272,3030,,Semi-Furnished,West,26,13,,1,13,2112,3030,2812,3030,,3030
1,,3286-3314,3415,Ballygunge,Semi-Furnished,,,6,Rain Water Harvesting,,8,2277,3415,2742,3415,,3415
5,4,7379-7398,908,Howrah,,,3,8,"Club House,Intercom",2,,596,908,785,908,,908
4,4,14893,2899,Garia,,,8,11,"Club House,Intercom",1,3,1963,2899,2460,2899,,2899
2,3,13123,3557,Kasba,Furnished,South,6,6,,,0,2148,3557,3317,3557,,3557
5,3,14994,2571,Tollygunge,,West,14,10,"Club House,Intercom",0,,1698,2571-2599,2332,2571,sqm,2571-2584
4,2,14532,1086-1120,Dum Dum,,,18,,,2,5,692,1086,928,1086,sq yard,1086
2,2,13572,1666,,Unfurnished,North-East,18,14,,,1,1325,1666,1415,1666,,1666
4,,14916,1444-1461,,,North-East,0,4,"Power Backup,Water Supply",2,0,977,1444-1475,1371-1400,1444,sqm,1444
3,,8136,477-509,,Furnished,,18,20,,2,,357,477,413,477,sqft,477
4,2,7905,1443-1457,Rajarhat,,West,,16,,2,,1134-1174,1443,1349,1443,sqm,1443
3,,13226,2678,Behala,Unfurnished,North-East,,5,,3,5,1651,2678,2495,2678,sqft,2678
3,1,13301,3576,Ballygunge,,,,,"Club House,Intercom",1,8,2778,3576,3310,3576,sqm,3576
3,3,8267,3294-3338,Dum Dum,Furnished,South,23,1,Reserved Parking,0,8,2558,3294,2866,3294,sq yard,3294
5,,13741-13767,1736,Jadavpur,Unfurnished,South,,2,,3,7,1280,1736-1761,1391,1736,sqft,1736
5,3,14201,1331,Tollygunge,,West,,7,"Power Backup,Water Supply",3,4,1043,1331,1183-1224,1331,sqm,1331
3,,8229,3966,Jadavpur,Furnished,West,15,6,Reserved Parking,2,20,3019,3966,3344,3966,,3966
4,2,6910,1734,Ballygunge,Unfurnished,,11,12,"Lift,Security,Park",3,20,1164,1734,1429,1734,,1734
3,3,3805,3415,,,East,17,,"Swimming Pool,Gym",2,,2055,3415,2875-2899,3415,,3415
5,1,12173-12216,3232,Behala,Unfurnished,North,24,6,"Power Backup,Water Supply",1,8,2080,3232,2986,3232,,3232
3,,10886,3617,Salt Lake,Unfurnished,,15,,,2,16,2416,3617,3236,3617,sqm,3617
5,1,7513,518,Howrah,Semi-Furnished,,,18,Rain Water Harvesting,2,15,337,518,450,518,sqm,518
,1,12408-12451,1234,Park Street,Furnished,South,1,6,,1,,974,1234,1035,1234,,1234
3,,4882,3355,Dum Dum,Furnished,South,14,,"Club House,Intercom",,0,2555,3355-3401,2987,3355,sqm,3355
2,,3835,1279,Rajarhat,Semi-Furnished,North-East,,9,"Club House,Intercom",,,863,1279,1130,1279,sq yard,1279
,3,8280,2223,Salt Lake,,,30,,,2,,1458,2223,1853,2223,sqft,2223
2,2,8690,2445,Tollygunge,Unfurnished,,26,,"Swimming Pool,Gym",,8,1697,2445,2047,2445,sqft,2445
3,3,9938,1113,,,South-West,12,9,"Lift,Security,Park",1,5,739,1113,952-979,1113,,1113
,2,5989-6035,3131,New Town,,South-West,29,5,,0,10,1969,3131,2972,3131,,3131
,,3183,3693,Jadavpur,Unfurnished,South-West,12,8,"Lift,Security,Park",2,8,2735,3693,3256,3693-3724,,3693
3,3,12986,3555-3597,,,East,7,12,Rain Water Harvesting,1,14,2728,3555,3242,3555,,3555
3,3,4587,3669,Alipore,Unfurnished,,20,10,"Club House,Intercom",3,,2342,3669,3086,3669,,3669
3,2,9079,3562,,Furnished,,1,18,,0,5,2789,3562,2891,3562,sqft,3562
3,2,10162-10202,1106,,,,6,5,Reserved Parking,3,16,735,1106,963,1106,,1106-1156
,3,11003-11017,2241,Park Street,Furnished,,3,20,"Lift,Security,Park",,15,1472,2241,2009-2055,2241,,2241
2,3,7702,3912,,Unfurnished,North,14,16,"Lift,Security,Park",1,19,2459,3912,3598,3912,,3912
5,3,9744,434,Howrah,Semi-Furnished,North-East,20,17,Rain Water Harvesting,,11,295,434,371,434,,434-449
,4,2672,448,Dum Dum,Unfurnished,,20,6,,,18,299,448,410-421,448,,448
3,,12045,2750,Dum Dum,,,17,7,"Power Backup,Water Supply",,13,1760,2750,2296,2750,sqm,2750
5,1,8310,1441,Tollygunge,Furnished,,13,18,,0,13,1135,1441,1326,1441,,1441
5,1,5602,2875,Behala,Furnished,South,,12,"Power Backup,Water Supply",3,2,2164,2875,2728,2875,,2875
3,4,5477,3921,,Semi-Furnished,,19,13,"Power Backup,Water Supply",0,8,2550,3921,3233,3921-3967,,3921
,2,14442,3228,Dum Dum,Unfurnished,,1,1,,2,4,2339,3228,2809,3228,,3228
3,2,14097,533,Howrah,Unfurnished,,9,,"Club House,Intercom",2,4,334-349,533,465-487,533,,533
4,2,5308,3635,,,North-East,12,15,Rain Water Harvesting,2,9,2786,3635,3323,3635,sq yard,3635
1,,5238,1934,New Town,Semi-Furnished,,,4,Reserved Parking,,15,1412,1934,1653,1934,sqft,1934
,2,11726,2484,Jadavpur,,South,9,9,,1,18,1816,2484,2199,2484,sqft,2484
5,4,9399,1692,Jadavpur,,North-East,0,13,Reserved Parking,0,8,1051,1692,1502,1692,,1692
3,2,4736,701-742,,,,12,8,Rain Water Harvesting,3,0,526,701,615,701,sqm,701
,4,2778,2698,Behala,Furnished,West,24,14,,2,10,2075,2698,2433,2698,,2698
1,1,14054,3798,,Furnished,,0,14,"Swimming Pool,Gym",0,,3022,3798,3329,3798,,3798
,2,2765-2788,3371,Rajarhat,Unfurnished,North-East,25,,Rain Water Harvesting,1,6,2506,3371,3185,3371,sq yard,3371
3,4,12144,2937,Salt Lake,,North-East,14,7,"Lift,Security,Park",1,16,1915-1928,2937,2754,2937,sq yard,2937
2,2,10421,1475-1501,,Furnished,East,1,2,"Club House,Intercom",1,,900,1475,1222,1475,,1475
2,4,7763,1788,,,South,0,3,,3,,1409-1423,1788,1561-1598,1788,,1788
,2,12042,3386,Ballygunge,Unfurnished,South,2,9,"Lift,Security,Park",3,19,2122,3386,3089,3386,sq yard,3386
2,,14046,615,,,West,,,,1,9,384,615,493,615-648,,615
2,,2781,1948,Jadavpur,Furnished,South,19,15,,2,12,1542,1948,1621,1948,,1948
,3,6206,1059,Park Street,Furnished,,,13,"Power Backup,Water Supply",3,13,698,1059,867,1059,,1059
1,,6867,3847,Alipore,,,20,,,2,11,2801,3847-3872,3302,3847-3878,,3847-3882
5,,2863,483-512,Kasba,Furnished,,,,,3,,293,483,399,483,sqm,483
2,3,5720,421,Howrah,Furnished,,19,5,"Club House,Intercom",0,,254,421,384-426,421,sqm,421
1,,7773,3949,,,South-West,14,,Rain Water Harvesting,1,20,3016,3949,3607,3949,sq yard,3949
5,3,10912,3698-3736,Tollygunge,,,16,7,Rain Water Harvesting,,1,2771,3698,3281,3698,sqm,3698
1,2,7583,798-844,New Town,Semi-Furnished,,19,9,,,,512,798,664,798,sq yard,798
,2,12985,1659,,Furnished,North,10,17,"Club House,Intercom",2,15,1158,1659,1498,1659-1671,,1659
5,4,6091,3104,Garia,,South,23,,Rain Water Harvesting,1,1,2201,3104,2666,3104,,3104
2,4,4882,2766,Behala,,,,,Rain Water Harvesting,1,14,1948,2766,2625-2666,2766,,2766
1,3,9151-9162,1059,Dum Dum,,,24,8,Rain Water Harvesting,1,16,768,1059-1096,944,1059,,1059
5,2,12071,1038,,Semi-Furnished,North,22,18,"Swimming Pool,Gym",1,11,669,1038,932,1038,sq yard,1038
5,,11239-11286,1107,,,North,17,4,,3,19,853,1107,1044,1107,,1107
2,2,13378,3889,Dum Dum,Unfurnished,South-West,,9,"Club House,Intercom",1,11,2334,3889,3403-3419,3889,,3889
4,3,2176,953,Alipore,Unfurnished,South-West,20,,"Lift,Security,Park",3,1,585,953,898,953,sq yard,953
2,1,14385,3756,Ballygunge,,,7,17,,0,2,2670,3756,3484,3756,,3756-3797
2,1,4284,860,Jadavpur,Unfurnished,South-West,,,"Power Backup,Water Supply",3,14,586,860,797,860,,860-909
2,3,7109,1145,,Unfurnished,North,26,1,Rain Water Harvesting,,15,883,1145,988-1030,1145,,1145-1183
4,1,4710,1012,,,,15,17,"Power Backup,Water Supply",2,7,612,1012,953,1012,sqft,1012
4,3,12069,2535,Jadavpur,Unfurnished,,,,"Club House,Intercom",0,19,1594,2535,2034,2535,sq yard,2535
4,4,11812-11833,1043,Lake Town,,South-West,28,19,,3,10,718,1043,852,1043,sqft,1043
3,1,2710,2275,,,,,11,"Swimming Pool,Gym",3,,1595,2275,2072,2275,,2275
,3,10260,2761,Alipore,,,6,1,Reserved Parking,,5,2159,2761,2422,2761,sq yard,2761
1,1,12265,3563,Lake Town,,,5,,,,,2677,3563,3115-3125,3563,sq yard,3563
4,4,6541,2041,New Town,Unfurnished,South-West,0,7,,2,15,1613,2041,1702,2041,sqm,2041
,4,8557,1383,Behala,,South-West,16,,Reserved Parking,,17,1007,1383,1137,1383,sq yard,1383
,4,8736,699,Alipore,,South,16,19,"Lift,Security,Park",1,,469,699,619,699,,699
1,,2905,3180,Tollygunge,,,2,8,,2,16,2357,3180,2903,3180,sq yard,3180
5,3,13682,3286,Kasba,Unfurnished,,15,12,"Lift,Security,Park",0,0,2313,3286,3118,3286,,3286
5,,4348,2262,Rajarhat,,North,28,,,2,8,1450,2262-2296,1976,2262,sq yard,2262
2,2,7068,1008,Salt Lake,,North-East,,2,Rain Water Harvesting,2,,681,1008,879,1008,,1008
2,2,6691,2747,Howrah,Semi-Furnished,,16,20,"Club House,Intercom",,9,2038,2747,2201,2747,,2747
4,3,3794,1143,Dum Dum,,South,27,16,,3,8,739,1143,975,1143,sqft,1143
5,4,8155-8199,646-689,Alipore,Unfurnished,,,19,,3,0,439,646,595,646,sq yard,646
,3,13632,2429,,,East,20,11,"Club House,Intercom",3,19,1826,2429,2124,2429,sqm,2429-2466
,1,10077,2638,Alipore,,,1,,"Power Backup,Water Supply",1,,1830-1849,2638,2352,2638,,2638
4,2,12665,1860,Rajarhat,,,6,2,Reserved Parking,1,10,1477,1860,1722,1860,sqft,1860
2,,13414,3485,Dum Dum,,,30,4,,,,2352,3485,3212,3485,,3485
,2,11329,3348,,,North-East,2,13,"Swimming Pool,Gym",0,8,2436,3348,2901,3348,,3348
,3,6753,1402-1444,Lake Town,,,,9,Rain Water Harvesting,1,,897,1402,1202,1402,sq yard,1402
4,1,7546-7570,1587,,,,17,19,Rain Water Harvesting,2,14,1018,1587,1329,1587,sqm,1587
2,2,7624,1249,,,North-East,26,9,Rain Water Harvesting,,12,751,1249,1089,1249,sqm,1249
1,1,4417,2380,Salt Lake,Unfurnished,West,29,16,"Power Backup,Water Supply",2,19,1766,2380,2183,2380,,2380
1,1,11665,1686,New Town,Unfurnished,,,7,"Power Backup,Water Supply",0,,1099,1686,1363,1686,,1686
1,4,4482,3531,Ballygunge,,South,,9,"Swimming Pool,Gym",2,,2427,3531-3577,2845,3531,,3531
,2,11143,2720,,,South-West,8,8,"Club House,Intercom",2,8,1680,2720,2254,2720,,2720
3,3,9958,1630,Alipore,,,13,11,,1,4,1294,1630,1532,1630-1671,sq yard,1630
,2,2174,3266,Lake Town,Semi-Furnished,West,6,17,"Swimming Pool,Gym",2,12,2512,3266,3071,3266,,3266
,1,11474,2929,Tollygunge,,,9,1,"Club House,Intercom",,3,2163,2929,2444,2929,sq yard,2929
4,4,11100,3148,Tollygunge,,,5,17,Reserved Parking,,11,2490,3148,2736,3148,,3148
3,2,9477,1754,Rajarhat,,North,,1,,3,3,1255,1754,1533,1754,sq yard,1754
5,2,14421,3743,Tollygunge,Furnished,East,,1,,0,4,2607,3743,3107,3743,sq yard,3743-3757
3,4,9443,628,Garia,,North,6,16,Rain Water Harvesting,1,,501,628,529,628-659,sqm,628
4,4,13259,3387,New Town,,West,22,8,,,1,2081,3387-3420,3185,3387,sqft,3387
2,2,14963,2437,,,East,29,,Rain Water Harvesting,,16,1901-1916,2437,2073,2437,,2437
4,1,6296,1169,Kasba,Semi-Furnished,East,5,12,Rain Water Harvesting,2,20,914-964,1169,1073-1093,1169,,1169
3,3,3502,3518,Salt Lake,Unfurnished,South,5,,Rain Water Harvesting,,4,2274,3518-3553,2925,3518,,3518
4,2,13842,3281,Lake Town,Unfurnished,South-West,10,,Reserved Parking,2,4,1976,3281-3322,2986,3281,,3281-3315
,1,6178,2224,,Furnished,South,21,9,"Lift,Security,Park",0,19,1430,2224,2075,2224,sqft,2224
4,2,3136-3161,3117,,,North,24,,"Power Backup,Water Supply",,12,2274,3117,2819,3117,,3117
1,3,9982,2022,,Unfurnished,West,4,9,,3,14,1339,2022,1828,2022,sqm,2022
4,4,14729,814,New Town,,,15,2,"Lift,Security,Park",1,8,493,814,715,814,,814
1,1,13219,1112,,,,0,20,Rain Water Harvesting,,4,738-783,1112,1049,1112,sqm,1112
,4,6499,515,Garia,Unfurnished,,25,1,"Swimming Pool,Gym",0,19,401,515,468-499,515,,515
5,3,3272,2952,Howrah,Unfurnished,,24,,"Power Backup,Water Supply",,1,2022,2952,2432,2952,,2952
4,4,12998,3581,Garia,,East,13,11,,,16,2408,3581,3231,3581,,3581
3,3,8339,2758,Kasba,Semi-Furnished,North,23,20,"Lift,Security,Park",3,,2158-2203,2758,2357,2758-2808,sq yard,2758
3,2,6411,3843,Salt Lake,Unfurnished,East,1,,,2,9,3018,3843,3168,3843,,3843-3854
3,3,4332-4363,3897,Ballygunge,,,11,19,"Power Backup,Water Supply",2,,2392,3897,3434,3897,,3897-3919
,3,3319,3198,Behala,,South,27,15,,,,2274,3198,2802,3198,,3198
,3,9314,2328,,,,,,,0,13,1656,2328,2129,2328-2370,,2328
1,,6383,3885,Kasba,,West,7,18,"Swimming Pool,Gym",0,13,2786,3885,3440,3885,,3885
5,,10390,721,,,North,13,7,,,,553,721,671,721-758,sq yard,721
2,3,8811,3670,Kasba,Semi-Furnished,,10,12,Rain Water Harvesting,3,,2355,3670,3204,3670,,3670
1,1,11775,990,Park Street,,,0,7,"Power Backup,Water Supply",1,2,594,990,937-956,990,,990
1,,8177-8200,414,Alipore,Unfurnished,North-East,8,,"Lift,Security,Park",1,,279,414,378,414,,414
1,,7949,3069,Rajarhat,,,22,6,,1,3,2049,3069,2498,3069,,3069
1,2,12800,3902,,Furnished,,10,12,,2,1,2478,3902,3142,3902,,3902
1,1,9633,2589,Garia,Furnished,North,21,,,0,1,1724,2589,2118-2153,2589-2609,,2589
2,4,4943,3964-3993,Rajarhat,Furnished,South,19,6,"Club House,Intercom",3,15,2517,3964,3657,3964,sqft,3964
,3,4401,2750,Dum Dum,,West,5,11,,,3,2029,2750,2462,2750,,2750
3,1,8266,3717,Lake Town,,West,20,,,0,,2367,3717,3002,3717,,3717
4,,4909,3688,Kasba,,North-East,9,2,,0,5,2568,3688,3483,3688,,3688
,1,2902,2161,,,,21,1,"Lift,Security,Park",3,10,1348-1394,2161,1823-1861,2161,sqm,2161
5,4,10055,3295,Tollygunge,,,5,6,,,2,2433,3295,3127,3295,sq yard,3295
,1,7077,451,Lake Town,Semi-Furnished,South,5,19,,0,14,315,451,368,451,sqm,451
1,4,14439,404,Lake Town,Furnished,,8,13,"Club House,Intercom",2,5,247,404,325,404,,404
3,3,7638,1455,Jadavpur,,South-West,,11,,,4,909,1455,1316,1455,,1455
2,,4632,2154,Alipore,,,30,,"Club House,Intercom",0,9,1670,2154,1796,2154,sqft,2154
1,4,6858,2182,,,South,11,10,,1,13,1492,2182,2032,2182,,2182
,1,7316,2238,Ballygunge,Furnished,East,1,4,"Swimming Pool,Gym",0,3,1667,2238,1837,2238,sq yard,2238
1,,4065,1493,,,,30,20,"Club House,Intercom",1,0,1030,1493,1270-1305,1493,sq yard,1493
5,2,11478-11525,3552,New Town,,,23,16,"Swimming Pool,Gym",0,20,2489,3552,3036,3552,sqft,3552
4,2,7254,773,Kasba,,West,13,11,Rain Water Harvesting,,4,556,773,719,773,,773
3,,6876,1381,Tollygunge,Furnished,,5,,Rain Water Harvesting,2,,1020,1381,1214,1381,,1381
5,3,10522,1353,Lake Town,,South-West,13,10,,2,18,833,1353,1157,1353,sq yard,1353
,2,8159,614,Kasba,Furnished,,,6,,,19,370,614,557,614,,614
3,4,14715,2410,Tollygunge,,,11,10,"Lift,Security,Park",0,12,1535,2410,2052,2410,sqft,2410
3,2,3768,2200,,Semi-Furnished,North-East,7,17,Reserved Parking,3,18,1649,2200,1876,2200,,2200
4,1,8691,2873-2912,Dum Dum,Unfurnished,,4,10,,0,17,1878,2873,2496,2873,sq yard,2873
,2,10249,458,Behala,,East,1,12,"Lift,Security,Park",2,20,312,458,416,458,sqm,458-508
4,,7879,1863,Garia,,South-West,26,18,"Power Backup,Water Supply",1,3,1397,1863-1897,1546,1863,,1863
4,3,2708,2345,Lake Town,,South,22,13,,0,9,1845,2345,2143,2345,,2345
1,4,4101,1037,Jadavpur,Unfurnished,East,28,4,"Power Backup,Water Supply",1,17,750,1037,911,1037,sqft,1037
,2,9206,2196,Kasba,,North-East,7,,"Power Backup,Water Supply",0,3,1354,2196,1770,2196,sqm,2196
5,,9265,3547,,,,0,10,,3,4,2548,3547,3032,3547,,3547
4,3,2271,1697,Tollygunge,,,14,18,"Club House,Intercom",1,,1050,1697,1549,1697,,1697
,,10609,3372,Lake Town,Semi-Furnished,South-West,3,15,Rain Water Harvesting,0,,2312-2344,3372,3051,3372,,3372-3399
4,3,3267,3166,Behala,Unfurnished,,23,,"Swimming Pool,Gym",3,8,2384,3166,2595,3166-3210,,3166
2,2,6597,1651,Garia,,South-West,13,10,Reserved Parking,1,16,1098,1651,1407,1651,sqft,1651
5,,10319,3519,,Furnished,East,,18,,2,19,2812,3519,2952,3519,,3519
3,,14351,1159,Park Street,,North-East,22,,"Club House,Intercom",2,7,876,1159-1198,1062,1159,sq yard,1159
5,4,3406,1222,Garia,Semi-Furnished,North,23,10,,0,15,795,1222-1269,1042,1222,sq yard,1222
3,,3311,2327,Garia,Semi-Furnished,,,,"Power Backup,Water Supply",,19,1790,2327,1931,2327,sq yard,2327
2,2,9545,553,,,,1,16,"Club House,Intercom",1,,369,553,516,553-595,,553
4,1,2654,3292,Kasba,Semi-Furnished,,8,17,"Power Backup,Water Supply",0,2,2004-2035,3292,2993,3292,,3292
,4,14389,668,Park Street,Furnished,West,16,,,,4,422,668,576-594,668,sqft,668
1,1,10994,2009,,Unfurnished,South,4,15,"Lift,Security,Park",,18,1222,2009,1757,2009,,2009
,4,11900,2372,Salt Lake,Furnished,,21,1,,1,13,1578-1619,2372,2070-2120,2372,,2372
1,4,14555,3698,Dum Dum,Semi-Furnished,,,17,"Club House,Intercom",0,4,2656,3698-3743,3316-3331,3698,,3698
1,4,13911,913,,Furnished,East,20,8,,1,20,706,913,843,913,,913-945
1,,4587,3450,Lake Town,Semi-Furnished,North-East,19,8,Reserved Parking,0,10,2740,3450,3239,3450,sq yard,3450
2,4,8638,3534,Tollygunge,Furnished,,,1,,2,8,2149,3534,2883,3534,,3534
2,1,5034,3072,Park Street,Furnished,West,10,,,1,19,1937,3072,2819,3072,,3072
5,3,6911,852,Lake Town,Unfurnished,South,25,,Reserved Parking,,1,624,852,722,852,,852
3,3,5900,3422,Rajarhat,Unfurnished,North,22,5,"Swimming Pool,Gym",0,11,2234,3422,2972,3422,,3422
,1,5564-5606,2488,,Furnished,South,,2,Rain Water Harvesting,1,19,1961,2488,2283,2488,,2488
,4,13941,1317,Ballygunge,Semi-Furnished,,,20,,0,4,814-863,1317,1214,1317,,1317
3,2,12755-12792,952,Dum Dum,,East,25,9,"Lift,Security,Park",2,6,726,952,901,952,,952
,1,6562,3597,Howrah,,,20,,,0,3,2462,3597,2879,3597-3644,sq yard,3597
1,2,11242,981,Kasba,,West,,15,"Club House,Intercom",3,5,653,981,901,981,sqm,981
3,4,14227,496,,,South,0,2,,3,13,364-375,496,425,496,sqm,496
2,1,3377-3391,1639,Dum Dum,,,3,1,,2,,1030,1639,1471,1639,sqm,1639
4,1,11354,905,Rajarhat,,North-East,14,12,"Swimming Pool,Gym",1,8,720,905,729,905,,905
,3,2799,3841,Alipore,,,,17,"Club House,Intercom",3,,2858-2898,3841-3882,3486,3841,sqm,3841
,1,5220-5252,522,Howrah,,,20,4,,1,15,313,522,452,522,sq yard,522
1,4,12511,2443,Howrah,,North,19,12,,,1,1560,2443,2303,2443,,2443
,3,8613,3184,Behala,Furnished,North,9,,"Lift,Security,Park",3,12,2454,3184,2673,3184,sqft,3184
3,4,3625,687,Ballygunge,,South-West,15,18,"Lift,Security,Park",2,20,510,687,585-610,687,sqft,687
1,2,7231-7257,576,Alipore,,,1,8,Rain Water Harvesting,,2,420,576,532,576,sq yard,576
2,4,7038,2536,,Semi-Furnished,West,3,15,"Club House,Intercom",2,8,1529,2536,2178,2536,sq yard,2536
1,3,8360,3208,Kasba,Semi-Furnished,North-East,18,,,2,0,1967,3208,2944,3208,,3208-3219
5,1,10361,3204,Park Street,,,2,20,"Club House,Intercom",2,15,2395,3204,2664,3204,,3204
5,3,13986,3879-3902,,,,,,Reserved Parking,,,2766,3879,3447,3879,,3879
2,1,5455,1764,Garia,Semi-Furnished,East,30,3,"Swimming Pool,Gym",,13,1397,1764-1774,1672,1764,,1764
3,,14590,1647,New Town,,South-West,27,11,,1,8,1040,1647,1559-1577,1647,,1647
,3,4801,1639,,Furnished,,0,7,,1,3,1261,1639,1452,1639,sq yard,1639
,3,14325,3373,New Town,Furnished,South-West,18,12,Reserved Parking,3,,2395,3373,2982,3373,sqft,3373
3,4,3706,2553,,Semi-Furnished,North-East,25,,,,12,1729,2553,2379,2553,,2553
4,3,4390-4416,1633,,Furnished,,2,4,"Power Backup,Water Supply",3,7,1159,1633,1457,1633,,1633
,4,4605,2631,Garia,,,5,19,Rain Water Harvesting,2,9,1932,2631,2314,2631,,2631
3,3,3465,3817,Jadavpur,,East,3,10,,1,4,2546-2574,3817,3101,3817,sq yard,3817
4,2,5795,1534-1583,,Furnished,,10,14,"Lift,Security,Park",,7,1074,1534,1365,1534,,1534
3,4,11132,3094,,,,29,10,Rain Water Harvesting,3,14,2076-2123,3094,2571,3094,sqm,3094
1,2,6457,917,,Unfurnished,North-East,5,14,"Lift,Security,Park",,9,664,917,747,917,,917
2,3,6491,1718,,Unfurnished,South,11,4,,2,17,1373-1394,1718-1761,1532,1718,sqft,1718
1,4,6625,3133,Tollygunge,,North-East,11,4,"Swimming Pool,Gym",1,4,1897,3133,2854,3133,,3133
2,4,2949,546,New Town,Unfurnished,East,,13,"Power Backup,Water Supply",1,6,394,546,459-508,546,sqm,546
4,2,7804,1655,Jadavpur,Semi-Furnished,West,30,17,,1,,1166,1655,1552,1655,,1655
2,,4793,2534,New Town,Furnished,South-West,0,10,,,18,1556,2534-2550,2357-2383,2534,sq yard,2534
4,1,9699,1468,Lake Town,Semi-Furnished,North,25,,,1,,883,1468,1289,1468,sq yard,1468
